SUKUNIMI;YHTEENSÄ
Huusman;20
Hylli;20
Hyssänmäki;20
Hyväluoma;20
Hyypöläinen;20
Hyöppönen;20
Häihänen;20
Hämälistö;20
Härmänmaa;20
Härmävaara;20
Ihantoja;20
Iisvirta;20
Ikkeläjärvi;20
Ikäkoivu;20
Ilmakari;20
Ilvola;20
Immilä;20
Irva;20
Iso-Antila;20
Iso-Anttila;20
Isoeskeli;20
Iso-Hirvelä;20
Itäinen;20
Itälaakso;20
Itäpelto;20
Itätalo;20
Jaavamo;20
Jakobsén;20
Jamil;20
Janssen;20
Joosela;20
Jousimo;20
Jousmaa;20
Joutsalainen;20
Jurkka;20
Juures;20
Juurijoki;20
Juurikko;20
Juurus;20
Jyväs;20
Jäkäläniemi;20
Järviranta;20
Kaarlehto;20
Kaarnakorpi;20
Kaarretkoski;20
Kaartosalmi;20
Kaartovuori;20
Kaatikko;20
Kader;20
Kaihari;20
Kaijansaari;20
Kaisalmi;20
Kaitokari;20
Kaivoluoto;20
Kalman;20
Kalmukoski;20
Kalve;20
Kangasrääsiö;20
Kantakoski;20
Kanukhan;20
Karamäki;20
Karasjärvi;20
Karinsalo;20
Karinti;20
Karme;20
Karne;20
Karosvuo;20
Karstikko;20
Karttu;20
Karva;20
Katajakoski;20
Kataja-Rahko;20
Kaukovaara;20
Kaumi;20
Kautovuori;20
Keijama;20
Kengo;20
Keski-Filppula;20
Keski-Karhu;20
Keski-Luopa;20
Keskiniemi;20
Kettula-Pihlaja;20
Kierros;20
Kieslich;20
Kievari;20
Kiilo;20
